Kode_DP,City,RK
KAT010201,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010202,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010203,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010204,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010301,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010302,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010303,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010304,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010401,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010402,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010403,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010404,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010501,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010502,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010503,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010504,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010601,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010602,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010603,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010604,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010701,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010702,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010703,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010704,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010801,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010802,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010803,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010804,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010901,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010902,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010903,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT010904,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011001,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011002,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011003,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011004,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011101,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011102,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011103,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011104,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011201,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011202,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011203,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011204,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011301,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011302,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011303,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011304,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011401,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011402,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011403,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT011404,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020101,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020102,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020103,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020104,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020201,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020202,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020203,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020204,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020301,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020302,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020303,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020304,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020401,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020402,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020403,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020404,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020501,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020502,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020503,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020504,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020601,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020602,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020603,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020604,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020701,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020702,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020703,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020704,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020801,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020802,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020803,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020804,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020901,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020902,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020903,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT020904,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021001,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021002,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021003,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021004,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021101,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021102,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021103,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021104,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021201,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021202,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021203,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021204,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021301,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021302,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021303,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021304,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021401,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021402,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021403,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT021404,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030101,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030102,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030103,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030104,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030201,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030202,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030203,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030204,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030301,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030302,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030303,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030304,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030401,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030402,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030403,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030404,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030501,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030502,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030503,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030504,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030601,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030602,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030603,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030604,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030701,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030702,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030703,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030704,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030801,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030802,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030803,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT030804,KAB WONOSOBO,ODC WONOSOBO - KALIANGET
KAT110101,KAB WONOSOBO,ODC WONOSOBO - KALIANGET1
KAT110102,KAB WONOSOBO,ODC WONOSOBO - KALIANGET1
KAT110103,KAB WONOSOBO,ODC WONOSOBO - KALIANGET1
KAT110104,KAB WONOSOBO,ODC WONOSOBO - KALIANGET1
KAT110107,KAB WONOSOBO,ODC WONOSOBO - KALIANGET1
KAT110108,KAB WONOSOBO,ODC WONOSOBO - KALIANGET1
KAT110109,KAB WONOSOBO,ODC WONOSOBO - KALIANGET1
KAT110110,KAB WONOSOBO,ODC WONOSOBO - KALIANGET1
KAT110201,KAB WONOSOBO,ODC WONOSOBO - KALIANGET1
KAT110202,KAB WONOSOBO,ODC WONOSOBO - KALIANGET1
KAT110203,KAB WONOSOBO,ODC WONOSOBO - KALIANGET1
KAT110204,KAB WONOSOBO,ODC WONOSOBO - KALIANGET1
APS010101,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS010102,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS010104,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS010201,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS010202,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS010203,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS010204,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS010301,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS020101,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS020102,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS020103,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS020104,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS020201,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS020202,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS020203,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS020204,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS020301,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS020302,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS020303,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
APS020304,KAB BANJARNEGARA,ODC BANJARNEGARA - AMPELSARI
KDG010101,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010102,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010103,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010104,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010201,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010202,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010203,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010204,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010301,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010302,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010303,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010401,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010402,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010403,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010404,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010501,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010502,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010503,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010504,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010601,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010602,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010603,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010604,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010701,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010702,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010703,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010704,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010801,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010802,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010803,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010901,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010902,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG010903,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG011001,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG011002,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG011003,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020101,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020102,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020103,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020104,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020107,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020108,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020109,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020110,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020201,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020202,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020203,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020204,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020207,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020208,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020209,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020210,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020301,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020302,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020303,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020304,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020307,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020401,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020402,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020403,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020404,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020407,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020408,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020409,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020410,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020501,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020502,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020503,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020507,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020508,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020509,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020510,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020601,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020602,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020701,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020702,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020703,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020704,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020707,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020708,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020709,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020710,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020801,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020803,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020804,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020807,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020808,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020809,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020810,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020901,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020902,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020903,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020904,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020907,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020908,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG020909,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021001,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021002,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021003,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021004,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021007,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021008,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021009,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021010,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021101,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021102,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021103,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021104,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021107,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021108,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021109,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021110,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021201,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
KDG021202,KAB BANJARNEGARA,ODC BANJARNEGARA - KRANDEGAN
PRC010101,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010102,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010103,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010104,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010201,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010202,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010203,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010204,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010303,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010304,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010401,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010402,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010403,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010404,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010501,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010502,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010503,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010601,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010603,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010604,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010701,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010702,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010703,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010704,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010801,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010802,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010803,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010901,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010902,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010903,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC010904,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC011001,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC011002,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC011003,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC011004,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC011101,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC011102,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC020101,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC020102,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC020103,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC020104,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC020201,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC020202,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC020203,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC020301,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC020302,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC020303,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030101,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030102,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030103,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030104,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030201,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030202,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030203,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030204,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030301,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030302,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030303,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030304,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030401,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030402,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030403,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030404,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030501,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030502,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030503,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030504,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030601,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030602,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030603,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030604,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
PRC030701,KAB BANJARNEGARA,ODC BANJARNEGARA - PARAKANCANGGAH
